ID,gk,ram,rb,rcb,rcm,rdm,rf,rm,rs,rw,rwb
104389,82.0,30.0,27.0,28.0,31.0,30.0,28.0,30.0,28.0,28.0,28.0
231677,18.0,80.0,61.0,53.0,73.0,60.0,81.0,81.0,80.0,82.0,65.0
230666,19.0,82.0,54.0,45.0,74.0,55.0,83.0,81.0,81.0,83.0,59.0
227928,22.0,74.0,81.0,75.0,74.0,77.0,74.0,77.0,70.0,76.0,81.0
227055,19.0,81.0,66.0,54.0,75.0,62.0,80.0,82.0,75.0,82.0,70.0
222737,18.0,81.0,54.0,43.0,74.0,55.0,81.0,81.0,77.0,82.0,59.0
222028,20.0,76.0,79.0,76.0,81.0,82.0,71.0,75.0,66.0,71.0,79.0
220793,17.0,57.0,74.0,81.0,62.0,74.0,57.0,58.0,60.0,55.0,71.0
217699,21.0,76.0,61.0,63.0,74.0,65.0,78.0,75.0,81.0,74.0,63.0
216354,20.0,79.0,53.0,46.0,71.0,53.0,81.0,78.0,81.0,80.0,57.0
216352,18.0,80.0,75.0,71.0,81.0,77.0,79.0,79.0,75.0,79.0,76.0
216201,21.0,80.0,59.0,52.0,73.0,58.0,81.0,81.0,80.0,82.0,62.0
216194,17.0,71.0,72.0,74.0,78.0,81.0,68.0,69.0,64.0,66.0,74.0
213661,18.0,63.0,77.0,81.0,69.0,79.0,60.0,65.0,56.0,61.0,75.0
212622,22.0,79.0,81.0,77.0,81.0,81.0,78.0,80.0,75.0,79.0,82.0
211368,19.0,79.0,59.0,49.0,73.0,58.0,79.0,81.0,75.0,81.0,63.0
210935,14.0,81.0,57.0,48.0,75.0,58.0,82.0,81.0,79.0,82.0,61.0
210008,19.0,79.0,75.0,76.0,81.0,79.0,78.0,78.0,76.0,77.0,76.0
209889,19.0,82.0,80.0,74.0,82.0,79.0,80.0,82.0,77.0,82.0,82.0
208830,23.0,77.0,68.0,63.0,71.0,65.0,80.0,78.0,81.0,78.0,69.0
208670,19.0,81.0,67.0,59.0,81.0,70.0,79.0,81.0,75.0,80.0,71.0
207599,20.0,63.0,78.0,81.0,68.0,78.0,62.0,66.0,63.0,63.0,76.0
205498,20.0,79.0,76.0,72.0,81.0,79.0,76.0,79.0,71.0,76.0,77.0
203747,21.0,73.0,82.0,76.0,73.0,77.0,72.0,78.0,68.0,75.0,82.0
203042,81.0,32.0,28.0,29.0,33.0,33.0,30.0,31.0,29.0,29.0,29.0
202685,18.0,74.0,57.0,57.0,67.0,56.0,78.0,73.0,81.0,75.0,58.0
202371,18.0,78.0,81.0,79.0,79.0,80.0,78.0,80.0,78.0,78.0,81.0
201995,18.0,82.0,72.0,61.0,79.0,71.0,81.0,83.0,76.0,82.0,75.0
201400,18.0,82.0,72.0,66.0,81.0,73.0,81.0,80.0,77.0,81.0,74.0
200724,18.0,61.0,79.0,81.0,66.0,77.0,59.0,65.0,58.0,61.0,78.0
199987,81.0,39.0,32.0,31.0,39.0,36.0,34.0,36.0,31.0,33.0,34.0
199564,23.0,78.0,82.0,78.0,80.0,82.0,75.0,79.0,72.0,77.0,82.0
199451,17.0,81.0,58.0,49.0,74.0,58.0,82.0,81.0,81.0,82.0,62.0
199354,19.0,80.0,56.0,50.0,74.0,58.0,81.0,80.0,81.0,81.0,60.0
199189,18.0,81.0,66.0,65.0,79.0,70.0,80.0,79.0,77.0,79.0,69.0
198951,18.0,79.0,57.0,52.0,72.0,58.0,81.0,80.0,81.0,81.0,61.0
198717,19.0,79.0,58.0,48.0,71.0,57.0,79.0,81.0,75.0,81.0,62.0
198141,21.0,74.0,79.0,82.0,77.0,81.0,71.0,72.0,68.0,70.0,78.0
197853,19.0,75.0,81.0,80.0,76.0,79.0,76.0,78.0,75.0,77.0,81.0
197655,23.0,60.0,72.0,82.0,67.0,78.0,58.0,59.0,61.0,54.0,70.0
197242,20.0,70.0,76.0,82.0,76.0,81.0,67.0,69.0,68.0,66.0,75.0
195365,20.0,81.0,71.0,62.0,81.0,74.0,79.0,80.0,71.0,79.0,74.0
195086,19.0,57.0,74.0,81.0,64.0,76.0,55.0,59.0,55.0,56.0,73.0
193738,21.0,81.0,69.0,64.0,79.0,71.0,80.0,80.0,77.0,81.0,72.0
193525,21.0,75.0,81.0,80.0,76.0,79.0,75.0,77.0,73.0,76.0,81.0
193352,23.0,76.0,81.0,78.0,79.0,80.0,74.0,78.0,73.0,76.0,81.0
193165,20.0,82.0,61.0,51.0,76.0,60.0,81.0,82.0,77.0,82.0,65.0
192789,19.0,72.0,81.0,79.0,73.0,78.0,73.0,75.0,73.0,74.0,81.0
192638,18.0,76.0,80.0,78.0,78.0,79.0,76.0,78.0,75.0,77.0,81.0
192318,21.0,85.0,61.0,54.0,82.0,67.0,82.0,83.0,78.0,83.0,66.0
190941,81.0,28.0,25.0,25.0,28.0,26.0,26.0,27.0,24.0,26.0,25.0
190584,21.0,78.0,76.0,75.0,81.0,81.0,76.0,76.0,71.0,75.0,77.0
190149,19.0,76.0,81.0,76.0,77.0,78.0,76.0,79.0,74.0,77.0,81.0
189881,23.0,60.0,76.0,81.0,64.0,75.0,59.0,63.0,62.0,59.0,73.0
189461,20.0,82.0,72.0,69.0,81.0,75.0,79.0,81.0,75.0,79.0,74.0
189251,20.0,79.0,77.0,73.0,81.0,79.0,77.0,78.0,73.0,77.0,79.0
188988,19.0,81.0,55.0,43.0,75.0,56.0,79.0,81.0,74.0,80.0,60.0
188943,81.0,29.0,28.0,29.0,29.0,29.0,29.0,29.0,28.0,28.0,29.0
188388,20.0,81.0,57.0,47.0,76.0,59.0,80.0,81.0,75.0,81.0,62.0
188005,19.0,73.0,76.0,81.0,77.0,81.0,71.0,70.0,71.0,68.0,75.0
187961,21.0,79.0,80.0,79.0,81.0,80.0,78.0,79.0,79.0,77.0,80.0
185431,20.0,77.0,57.0,54.0,70.0,58.0,79.0,76.0,81.0,77.0,60.0
184942,20.0,81.0,62.0,57.0,76.0,65.0,80.0,80.0,77.0,80.0,65.0
183900,17.0,81.0,58.0,47.0,77.0,59.0,81.0,81.0,76.0,81.0,63.0
183498,18.0,79.0,79.0,79.0,81.0,81.0,79.0,78.0,79.0,77.0,79.0
183483,20.0,74.0,45.0,46.0,67.0,50.0,76.0,72.0,81.0,72.0,48.0
183285,19.0,56.0,75.0,81.0,64.0,77.0,52.0,59.0,53.0,54.0,73.0
183280,14.0,54.0,70.0,81.0,60.0,75.0,54.0,53.0,61.0,51.0,68.0
181820,18.0,82.0,57.0,51.0,75.0,58.0,82.0,81.0,82.0,81.0,61.0
180216,19.0,76.0,81.0,79.0,77.0,79.0,75.0,77.0,73.0,76.0,81.0
179645,20.0,59.0,76.0,81.0,67.0,78.0,58.0,61.0,63.0,57.0,74.0
178086,81.0,30.0,29.0,32.0,31.0,32.0,28.0,30.0,29.0,28.0,29.0
177326,19.0,81.0,57.0,44.0,76.0,58.0,79.0,81.0,75.0,81.0,62.0
173426,80.0,34.0,31.0,32.0,34.0,33.0,32.0,33.0,33.0,30.0,31.0
173198,13.0,56.0,74.0,81.0,63.0,76.0,55.0,57.0,55.0,54.0,71.0
172175,20.0,80.0,65.0,57.0,75.0,64.0,80.0,81.0,78.0,81.0,68.0
171897,19.0,80.0,76.0,71.0,81.0,78.0,76.0,80.0,72.0,77.0,78.0
171579,24.0,81.0,71.0,75.0,81.0,76.0,80.0,78.0,80.0,78.0,72.0
166706,18.0,52.0,74.0,81.0,60.0,75.0,51.0,55.0,56.0,50.0,71.0
163705,81.0,34.0,29.0,30.0,34.0,32.0,30.0,32.0,28.0,30.0,30.0
163264,81.0,34.0,31.0,30.0,34.0,33.0,31.0,33.0,28.0,31.0,31.0
161648,20.0,81.0,56.0,51.0,76.0,60.0,80.0,80.0,77.0,80.0,61.0
158625,20.0,64.0,74.0,81.0,70.0,78.0,61.0,63.0,62.0,60.0,73.0
153244,21.0,77.0,58.0,57.0,73.0,61.0,78.0,76.0,81.0,76.0,61.0
146954,18.0,79.0,77.0,76.0,81.0,81.0,75.0,76.0,73.0,75.0,78.0
142780,18.0,62.0,74.0,81.0,68.0,77.0,61.0,62.0,61.0,59.0,71.0
139997,19.0,81.0,81.0,79.0,81.0,81.0,78.0,81.0,76.0,78.0,81.0
121944,24.0,79.0,74.0,79.0,81.0,81.0,76.0,75.0,76.0,74.0,75.0
116494,81.0,31.0,27.0,30.0,31.0,30.0,28.0,29.0,28.0,27.0,27.0
110677,81.0,34.0,25.0,25.0,34.0,29.0,29.0,30.0,26.0,29.0,26.0
54050,20.0,81.0,66.0,66.0,80.0,71.0,80.0,80.0,81.0,79.0,69.0
53612,21.0,54.0,71.0,81.0,63.0,76.0,53.0,52.0,57.0,48.0,67.0
49370,19.0,70.0,72.0,80.0,78.0,81.0,66.0,67.0,67.0,64.0,72.0
49369,20.0,79.0,51.0,47.0,70.0,52.0,80.0,77.0,81.0,78.0,55.0
9676,20.0,80.0,58.0,55.0,74.0,60.0,80.0,78.0,81.0,79.0,60.0
223848,18.0,78.0,75.0,77.0,80.0,78.0,79.0,77.0,79.0,76.0,75.0
216393,18.0,78.0,71.0,70.0,80.0,76.0,76.0,75.0,74.0,75.0,73.0
215792,20.0,56.0,72.0,80.0,62.0,74.0,53.0,55.0,54.0,53.0,69.0
214997,20.0,79.0,63.0,56.0,72.0,60.0,81.0,78.0,80.0,81.0,65.0
213296,19.0,79.0,72.0,71.0,80.0,78.0,77.0,77.0,72.0,76.0,75.0
212831,80.0,33.0,28.0,30.0,32.0,30.0,30.0,31.0,28.0,29.0,28.0
212462,21.0,76.0,81.0,77.0,78.0,79.0,74.0,79.0,73.0,76.0,82.0
212194,19.0,81.0,53.0,43.0,74.0,55.0,80.0,80.0,75.0,81.0,59.0
211748,22.0,80.0,66.0,62.0,79.0,70.0,79.0,79.0,74.0,79.0,69.0
211320,15.0,57.0,73.0,80.0,62.0,74.0,56.0,57.0,56.0,55.0,71.0
210896,19.0,80.0,78.0,76.0,80.0,79.0,79.0,80.0,77.0,79.0,79.0
210617,21.0,80.0,59.0,47.0,75.0,60.0,79.0,80.0,72.0,81.0,63.0
210406,19.0,81.0,75.0,66.0,81.0,74.0,79.0,81.0,74.0,80.0,77.0
210243,22.0,80.0,81.0,77.0,80.0,80.0,77.0,82.0,74.0,79.0,82.0
210035,20.0,75.0,81.0,76.0,76.0,77.0,75.0,79.0,72.0,76.0,82.0
209297,21.0,80.0,77.0,71.0,80.0,77.0,78.0,80.0,73.0,79.0,78.0
208334,21.0,75.0,81.0,80.0,78.0,81.0,73.0,77.0,71.0,74.0,81.0
208333,20.0,77.0,78.0,80.0,80.0,81.0,76.0,77.0,74.0,75.0,79.0
208093,21.0,75.0,61.0,56.0,69.0,58.0,78.0,75.0,80.0,77.0,62.0
207993,19.0,64.0,78.0,80.0,66.0,74.0,66.0,68.0,67.0,66.0,77.0
207439,18.0,79.0,75.0,72.0,80.0,78.0,77.0,78.0,73.0,77.0,76.0
206585,80.0,31.0,28.0,28.0,33.0,31.0,27.0,30.0,25.0,27.0,29.0
206467,21.0,78.0,60.0,55.0,73.0,60.0,79.0,78.0,80.0,79.0,63.0
206413,21.0,72.0,77.0,79.0,76.0,80.0,70.0,71.0,69.0,69.0,77.0
206273,20.0,80.0,65.0,58.0,76.0,66.0,79.0,80.0,76.0,80.0,68.0
205976,18.0,78.0,53.0,45.0,70.0,52.0,80.0,77.0,80.0,79.0,56.0
205362,22.0,55.0,75.0,80.0,62.0,75.0,52.0,56.0,52.0,52.0,71.0
205192,19.0,82.0,66.0,57.0,80.0,69.0,81.0,82.0,75.0,82.0,70.0
204529,19.0,73.0,51.0,47.0,63.0,48.0,78.0,73.0,80.0,76.0,53.0
204082,17.0,61.0,73.0,80.0,65.0,75.0,59.0,61.0,59.0,58.0,70.0
203890,20.0,72.0,80.0,78.0,74.0,78.0,71.0,75.0,69.0,73.0,80.0
203888,21.0,48.0,67.0,80.0,59.0,74.0,47.0,48.0,51.0,44.0,65.0
203775,80.0,33.0,28.0,26.0,33.0,29.0,30.0,32.0,28.0,31.0,28.0
203486,16.0,82.0,60.0,50.0,76.0,61.0,81.0,82.0,76.0,83.0,65.0
203280,19.0,80.0,56.0,49.0,74.0,57.0,80.0,79.0,80.0,80.0,60.0
201510,20.0,78.0,80.0,78.0,78.0,79.0,77.0,79.0,76.0,78.0,80.0
201454,18.0,72.0,80.0,77.0,74.0,77.0,72.0,75.0,71.0,73.0,80.0
200647,20.0,80.0,58.0,50.0,78.0,62.0,80.0,80.0,79.0,80.0,63.0
200610,17.0,81.0,62.0,56.0,77.0,64.0,81.0,80.0,80.0,81.0,65.0
199914,19.0,78.0,81.0,79.0,80.0,82.0,76.0,78.0,73.0,76.0,82.0
199827,20.0,80.0,71.0,71.0,80.0,76.0,78.0,77.0,75.0,76.0,72.0
199434,20.0,80.0,57.0,50.0,75.0,60.0,77.0,79.0,73.0,78.0,61.0
199110,18.0,79.0,52.0,44.0,70.0,52.0,81.0,79.0,80.0,80.0,56.0
198950,19.0,80.0,54.0,43.0,74.0,55.0,79.0,80.0,75.0,80.0,59.0
198784,18.0,79.0,67.0,60.0,75.0,67.0,78.0,80.0,73.0,80.0,70.0
198118,20.0,69.0,78.0,82.0,74.0,80.0,69.0,69.0,69.0,67.0,76.0
196934,19.0,81.0,70.0,65.0,80.0,73.0,78.0,80.0,73.0,79.0,73.0
195861,19.0,73.0,79.0,80.0,78.0,81.0,72.0,73.0,70.0,71.0,79.0
194957,19.0,63.0,76.0,80.0,69.0,77.0,62.0,64.0,63.0,62.0,75.0
194879,18.0,77.0,59.0,57.0,73.0,62.0,78.0,76.0,80.0,77.0,62.0
194404,80.0,33.0,29.0,30.0,33.0,32.0,31.0,32.0,29.0,31.0,29.0
194229,20.0,66.0,80.0,77.0,71.0,77.0,64.0,71.0,60.0,67.0,80.0
193886,19.0,80.0,66.0,62.0,77.0,68.0,81.0,79.0,80.0,80.0,68.0
193361,21.0,81.0,73.0,69.0,80.0,74.0,80.0,80.0,77.0,80.0,75.0
193130,20.0,80.0,62.0,54.0,74.0,61.0,81.0,80.0,80.0,81.0,66.0
193116,18.0,71.0,78.0,80.0,75.0,80.0,69.0,71.0,70.0,68.0,78.0
193105,80.0,33.0,30.0,32.0,32.0,33.0,31.0,32.0,31.0,31.0,31.0
193061,14.0,80.0,75.0,69.0,80.0,75.0,78.0,80.0,73.0,79.0,77.0
192641,18.0,69.0,77.0,80.0,73.0,79.0,68.0,70.0,68.0,67.0,76.0
192492,21.0,80.0,55.0,46.0,73.0,55.0,79.0,79.0,75.0,80.0,59.0
192086,18.0,79.0,63.0,57.0,73.0,61.0,80.0,79.0,80.0,80.0,65.0
191687,18.0,58.0,74.0,80.0,64.0,74.0,59.0,61.0,62.0,58.0,72.0
190972,18.0,78.0,63.0,56.0,74.0,63.0,79.0,80.0,77.0,80.0,66.0
190815,21.0,75.0,80.0,80.0,80.0,81.0,71.0,76.0,69.0,72.0,81.0
190813,14.0,80.0,56.0,46.0,72.0,56.0,79.0,79.0,76.0,80.0,61.0
190717,20.0,76.0,66.0,65.0,72.0,64.0,78.0,78.0,80.0,78.0,67.0
190264,20.0,80.0,59.0,48.0,76.0,59.0,80.0,80.0,75.0,80.0,63.0
189574,18.0,75.0,76.0,78.0,80.0,80.0,74.0,73.0,72.0,71.0,75.0
189250,19.0,71.0,50.0,51.0,63.0,51.0,76.0,70.0,80.0,72.0,52.0
189156,21.0,65.0,75.0,80.0,71.0,78.0,63.0,65.0,64.0,62.0,73.0
188802,19.0,65.0,80.0,79.0,69.0,77.0,65.0,69.0,65.0,67.0,79.0
188253,19.0,73.0,77.0,77.0,77.0,80.0,71.0,74.0,68.0,71.0,78.0
187735,22.0,80.0,76.0,73.0,80.0,77.0,79.0,80.0,78.0,79.0,77.0
187688,19.0,80.0,56.0,51.0,79.0,64.0,76.0,77.0,74.0,75.0,61.0
187491,20.0,78.0,54.0,50.0,71.0,56.0,80.0,77.0,80.0,78.0,57.0
186146,21.0,79.0,60.0,55.0,73.0,60.0,79.0,79.0,80.0,78.0,62.0
185221,20.0,70.0,78.0,80.0,75.0,80.0,67.0,69.0,67.0,66.0,77.0
185132,19.0,74.0,73.0,80.0,80.0,80.0,73.0,70.0,73.0,69.0,73.0
184392,17.0,71.0,80.0,78.0,73.0,78.0,71.0,74.0,69.0,72.0,80.0
184190,19.0,52.0,72.0,80.0,61.0,76.0,49.0,53.0,52.0,49.0,69.0
184111,17.0,75.0,53.0,53.0,68.0,55.0,76.0,73.0,80.0,74.0,55.0
183909,16.0,80.0,61.0,50.0,74.0,60.0,79.0,80.0,73.0,80.0,65.0
182002,20.0,61.0,73.0,80.0,67.0,76.0,61.0,63.0,62.0,61.0,72.0
178416,22.0,79.0,59.0,50.0,73.0,57.0,80.0,80.0,78.0,80.0,62.0
178311,19.0,80.0,55.0,44.0,73.0,54.0,80.0,80.0,80.0,80.0,59.0
177644,80.0,31.0,28.0,30.0,31.0,31.0,28.0,30.0,28.0,28.0,29.0
177604,15.0,71.0,80.0,79.0,73.0,78.0,70.0,73.0,66.0,71.0,80.0
177458,20.0,64.0,76.0,80.0,69.0,78.0,62.0,63.0,62.0,60.0,74.0
176915,20.0,79.0,73.0,72.0,80.0,77.0,78.0,78.0,74.0,77.0,75.0
176733,19.0,75.0,52.0,49.0,68.0,53.0,77.0,73.0,80.0,74.0,55.0
176376,21.0,80.0,64.0,59.0,78.0,69.0,80.0,80.0,77.0,80.0,68.0
176104,13.0,80.0,64.0,59.0,78.0,67.0,79.0,80.0,76.0,79.0,67.0
175379,21.0,80.0,59.0,50.0,77.0,63.0,78.0,80.0,73.0,79.0,64.0
173909,19.0,80.0,74.0,74.0,79.0,76.0,79.0,79.0,80.0,78.0,74.0
173521,21.0,59.0,75.0,80.0,65.0,76.0,57.0,61.0,60.0,57.0,73.0
173432,21.0,64.0,77.0,80.0,68.0,77.0,61.0,65.0,63.0,62.0,75.0
173373,80.0,38.0,30.0,31.0,40.0,37.0,32.0,35.0,30.0,32.0,31.0
173221,18.0,80.0,70.0,63.0,78.0,70.0,80.0,80.0,79.0,80.0,74.0
173208,19.0,72.0,80.0,78.0,75.0,79.0,72.0,75.0,70.0,73.0,80.0
172522,20.0,79.0,75.0,69.0,80.0,75.0,79.0,80.0,76.0,78.0,77.0
170370,21.0,80.0,70.0,64.0,80.0,72.0,78.0,79.0,73.0,78.0,72.0
170368,20.0,81.0,62.0,56.0,77.0,64.0,80.0,80.0,77.0,80.0,65.0
169705,20.0,70.0,80.0,78.0,72.0,77.0,69.0,74.0,67.0,72.0,80.0
169195,19.0,80.0,72.0,69.0,80.0,75.0,79.0,79.0,75.0,79.0,74.0
168530,19.0,52.0,71.0,80.0,58.0,71.0,52.0,54.0,56.0,51.0,68.0
167553,18.0,67.0,80.0,78.0,70.0,77.0,67.0,71.0,65.0,68.0,79.0
167514,20.0,72.0,80.0,79.0,75.0,79.0,73.0,75.0,73.0,74.0,80.0
165536,17.0,54.0,70.0,80.0,62.0,75.0,52.0,53.0,52.0,50.0,68.0
165526,20.0,47.0,70.0,80.0,56.0,73.0,47.0,49.0,51.0,45.0,67.0
164859,18.0,79.0,61.0,52.0,72.0,59.0,79.0,80.0,78.0,80.0,64.0
164835,80.0,31.0,25.0,27.0,30.0,28.0,29.0,29.0,26.0,29.0,25.0
163155,80.0,33.0,29.0,28.0,33.0,30.0,31.0,32.0,29.0,30.0,29.0
162369,23.0,75.0,51.0,51.0,69.0,55.0,77.0,72.0,80.0,74.0,54.0
162329,21.0,75.0,75.0,75.0,79.0,79.0,73.0,74.0,69.0,72.0,75.0
158232,18.0,80.0,56.0,49.0,75.0,57.0,80.0,80.0,80.0,80.0,59.0
157960,20.0,80.0,73.0,69.0,78.0,74.0,79.0,79.0,75.0,80.0,75.0
156713,19.0,60.0,72.0,80.0,66.0,76.0,60.0,58.0,63.0,57.0,70.0
150516,19.0,79.0,60.0,55.0,73.0,61.0,80.0,79.0,80.0,79.0,63.0
146460,20.0,70.0,75.0,78.0,74.0,80.0,68.0,68.0,66.0,66.0,75.0
143587,19.0,80.0,69.0,66.0,79.0,72.0,78.0,78.0,75.0,78.0,71.0
140293,80.0,32.0,27.0,27.0,32.0,30.0,29.0,30.0,27.0,29.0,27.0
139968,80.0,35.0,29.0,30.0,35.0,33.0,32.0,33.0,31.0,31.0,29.0
139668,80.0,33.0,29.0,30.0,33.0,32.0,30.0,32.0,28.0,30.0,30.0
138449,14.0,80.0,53.0,47.0,75.0,58.0,78.0,77.0,75.0,77.0,57.0
138412,11.0,78.0,80.0,77.0,80.0,80.0,77.0,79.0,76.0,77.0,80.0
134744,19.0,74.0,79.0,78.0,78.0,80.0,73.0,75.0,73.0,73.0,79.0
124635,20.0,71.0,79.0,80.0,75.0,80.0,71.0,71.0,71.0,69.0,78.0
112316,19.0,63.0,78.0,80.0,68.0,77.0,64.0,67.0,69.0,64.0,77.0
111661,80.0,29.0,27.0,29.0,29.0,29.0,27.0,28.0,26.0,27.0,27.0
53914,39.0,56.0,73.0,80.0,63.0,75.0,55.0,57.0,58.0,54.0,71.0
50542,20.0,76.0,48.0,43.0,66.0,49.0,79.0,74.0,80.0,77.0,51.0
48717,80.0,37.0,30.0,32.0,35.0,32.0,32.0,34.0,29.0,33.0,31.0
21146,22.0,76.0,74.0,76.0,80.0,80.0,72.0,73.0,71.0,70.0,75.0
230977,19.0,79.0,70.0,60.0,77.0,69.0,79.0,80.0,74.0,80.0,73.0
230142,19.0,80.0,56.0,46.0,74.0,57.0,79.0,79.0,74.0,80.0,61.0
227476,17.0,73.0,60.0,59.0,68.0,60.0,77.0,74.0,79.0,75.0,61.0
225647,79.0,32.0,28.0,31.0,31.0,30.0,30.0,31.0,29.0,30.0,28.0
225018,18.0,74.0,62.0,59.0,70.0,61.0,77.0,74.0,79.0,76.0,63.0
224334,20.0,78.0,71.0,64.0,76.0,70.0,77.0,79.0,74.0,79.0,73.0
221660,19.0,60.0,74.0,79.0,66.0,75.0,59.0,61.0,60.0,59.0,73.0
221130,79.0,38.0,30.0,31.0,38.0,35.0,34.0,36.0,31.0,34.0,32.0
220440,18.0,60.0,74.0,79.0,66.0,76.0,59.0,61.0,57.0,57.0,72.0
218339,19.0,79.0,71.0,65.0,79.0,74.0,76.0,77.0,69.0,77.0,74.0
216150,17.0,72.0,79.0,75.0,73.0,75.0,73.0,75.0,72.0,74.0,79.0
215466,19.0,49.0,72.0,79.0,56.0,71.0,49.0,53.0,51.0,49.0,69.0
215259,19.0,78.0,63.0,51.0,72.0,60.0,77.0,79.0,73.0,79.0,66.0
215057,21.0,68.0,72.0,76.0,75.0,79.0,66.0,67.0,65.0,64.0,72.0
213345,13.0,78.0,51.0,38.0,69.0,49.0,79.0,79.0,76.0,80.0,56.0
213150,79.0,30.0,29.0,29.0,29.0,29.0,30.0,31.0,30.0,30.0,29.0
212886,20.0,78.0,77.0,76.0,79.0,78.0,78.0,78.0,76.0,78.0,78.0
212602,17.0,61.0,75.0,79.0,67.0,77.0,59.0,62.0,58.0,59.0,73.0
212523,20.0,79.0,68.0,65.0,78.0,69.0,80.0,79.0,81.0,80.0,70.0
212501,19.0,74.0,78.0,78.0,78.0,79.0,74.0,74.0,75.0,72.0,78.0
212150,20.0,79.0,57.0,46.0,75.0,60.0,76.0,79.0,67.0,78.0,62.0
211688,19.0,75.0,79.0,75.0,75.0,77.0,73.0,77.0,69.0,76.0,80.0
211381,19.0,79.0,56.0,43.0,72.0,55.0,78.0,79.0,71.0,80.0,60.0
211354,19.0,77.0,75.0,75.0,79.0,77.0,76.0,76.0,75.0,76.0,76.0
211256,21.0,71.0,79.0,76.0,72.0,75.0,71.0,74.0,69.0,72.0,78.0
210864,18.0,68.0,79.0,77.0,71.0,77.0,68.0,73.0,66.0,70.0,79.0
210514,19.0,77.0,79.0,74.0,76.0,76.0,78.0,80.0,75.0,79.0,80.0
210413,18.0,55.0,72.0,79.0,62.0,74.0,54.0,57.0,53.0,54.0,70.0
208777,17.0,81.0,70.0,62.0,80.0,71.0,78.0,80.0,72.0,79.0,73.0
208128,19.0,80.0,61.0,52.0,77.0,63.0,79.0,79.0,76.0,78.0,65.0
207948,19.0,79.0,59.0,52.0,73.0,60.0,79.0,79.0,76.0,80.0,62.0
207441,21.0,80.0,57.0,51.0,73.0,58.0,81.0,79.0,79.0,81.0,60.0
206511,19.0,78.0,71.0,68.0,79.0,75.0,78.0,76.0,76.0,76.0,73.0
206113,18.0,78.0,62.0,54.0,72.0,61.0,79.0,79.0,76.0,80.0,65.0
205988,18.0,72.0,79.0,77.0,72.0,76.0,71.0,75.0,68.0,73.0,79.0
205923,18.0,72.0,79.0,77.0,74.0,78.0,71.0,74.0,68.0,72.0,79.0
205678,21.0,79.0,61.0,49.0,72.0,58.0,79.0,79.0,76.0,79.0,65.0
205525,19.0,79.0,60.0,48.0,73.0,58.0,79.0,80.0,74.0,81.0,63.0
205407,17.0,79.0,71.0,68.0,79.0,73.0,78.0,78.0,74.0,78.0,73.0
205175,21.0,73.0,56.0,52.0,68.0,56.0,75.0,72.0,79.0,73.0,58.0
205069,20.0,77.0,79.0,74.0,76.0,77.0,76.0,78.0,70.0,78.0,80.0
204638,19.0,54.0,70.0,79.0,60.0,72.0,53.0,55.0,54.0,52.0,67.0
204523,18.0,78.0,68.0,64.0,79.0,72.0,75.0,75.0,70.0,75.0,70.0
204311,20.0,59.0,73.0,79.0,63.0,73.0,59.0,60.0,62.0,58.0,71.0
204024,18.0,70.0,75.0,75.0,75.0,79.0,67.0,70.0,63.0,67.0,76.0
203757,20.0,75.0,50.0,50.0,66.0,51.0,78.0,73.0,79.0,74.0,53.0
203574,18.0,66.0,77.0,79.0,71.0,78.0,63.0,68.0,59.0,64.0,77.0
202642,18.0,71.0,76.0,77.0,75.0,79.0,68.0,70.0,66.0,68.0,75.0
202556,20.0,79.0,56.0,49.0,72.0,57.0,79.0,79.0,79.0,79.0,60.0
201988,20.0,52.0,69.0,79.0,60.0,73.0,49.0,50.0,49.0,47.0,65.0
201956,20.0,63.0,74.0,79.0,68.0,75.0,63.0,64.0,63.0,62.0,72.0
201858,18.0,80.0,57.0,51.0,73.0,58.0,80.0,78.0,79.0,80.0,61.0
201533,18.0,79.0,53.0,45.0,71.0,55.0,79.0,79.0,75.0,80.0,58.0
201377,20.0,58.0,75.0,79.0,61.0,73.0,58.0,61.0,59.0,58.0,72.0
201305,19.0,63.0,76.0,79.0,68.0,76.0,62.0,65.0,62.0,62.0,75.0
201262,22.0,79.0,73.0,64.0,79.0,74.0,77.0,79.0,71.0,78.0,76.0
201118,20.0,74.0,79.0,75.0,75.0,76.0,74.0,76.0,72.0,75.0,80.0
201049,19.0,49.0,73.0,79.0,54.0,70.0,50.0,53.0,51.0,51.0,69.0
201046,12.0,79.0,56.0,48.0,75.0,59.0,78.0,79.0,73.0,78.0,60.0
201042,19.0,75.0,79.0,77.0,76.0,77.0,75.0,77.0,74.0,76.0,80.0
200641,17.0,79.0,56.0,45.0,72.0,56.0,79.0,79.0,75.0,79.0,60.0
200458,18.0,74.0,79.0,76.0,75.0,77.0,73.0,76.0,70.0,74.0,79.0
200454,19.0,75.0,51.0,47.0,67.0,52.0,78.0,73.0,79.0,75.0,54.0
199977,21.0,74.0,72.0,76.0,79.0,79.0,72.0,71.0,70.0,69.0,73.0
199952,17.0,79.0,61.0,51.0,75.0,61.0,78.0,78.0,74.0,79.0,64.0
199852,16.0,77.0,57.0,52.0,72.0,58.0,79.0,77.0,79.0,77.0,60.0
199602,19.0,74.0,52.0,50.0,67.0,54.0,77.0,73.0,79.0,75.0,55.0
199576,21.0,64.0,73.0,79.0,72.0,79.0,61.0,63.0,57.0,58.0,72.0
199561,20.0,79.0,60.0,53.0,76.0,64.0,79.0,79.0,76.0,79.0,64.0
